id	direction	compartment	gpr	name	pathway	equation	definition	flux	min_flux	lowerbound	max_flux	upperbound
rxn14426_c0	>	Cytosol	(Hot5F3Rast.CDS.444 and (Hot5F3Rast.CDS.451 or Hot5F3Rast.CDS.451_mRNA) and (Hot5F3Rast.CDS.443_mRNA or Hot5F3Rast.CDS.443) and (Hot5F3Rast.CDS.445_mRNA or Hot5F3Rast.CDS.445) and (Hot5F3Rast.CDS.452_mRNA or Hot5F3Rast.CDS.452) and (Hot5F3Rast.CDS.446_mRNA or Hot5F3Rast.CDS.446) and (Hot5F3Rast.CDS.449 or Hot5F3Rast.CDS.449_mRNA))	cytochrome oxidase cbb3 (Ubiquinol-8: 2 protons) [c0]		(0.5) cpd00007[c0] + (4) cpd00067[c0] + (1) cpd18082[c0] => (1) cpd00001[c0] + (2) cpd00067[e0] + (1) cpd18081[c0]	(0.5) O2 [c0][c0] + (4) H+ [c0][c0] + (1) Cytochrome-cbb-red [c0][c0] => (1) H2O [c0][c0] + (2) H+ [e0][e0] + (1) Cytochrome-cbb-ox [c0][c0]	12.4341	0	0	20.1544	1000
rxn09333_c0	>	Cytosol	((Hot5F3Rast.CDS.1561_mRNA or Hot5F3Rast.CDS.1561) and (Hot5F3Rast.CDS.1560 or Hot5F3Rast.CDS.1560_mRNA) and (Hot5F3Rast.CDS.1559 or Hot5F3Rast.CDS.1559_mRNA))	tungstate transport via ABC system (periplasm) [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd15574[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd15574[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) tungstate [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) tungstate [c0][c0]	0	0	0	0	1000
rxn08160_c0	>	Cytosol	((Hot5F3Rast.CDS.1717 or Hot5F3Rast.CDS.1717_mRNA) and (Hot5F3Rast.CDS.1716 or Hot5F3Rast.CDS.1716_mRNA) and (Hot5F3Rast.CDS.1715 or Hot5F3Rast.CDS.1715_mRNA) and (Hot5F3Rast.CDS.1714 or Hot5F3Rast.CDS.1714_mRNA))	L-asparagine transport via ABC system (periplasm) [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00132[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00132[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) L-Asparagine [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) L-Asparagine [c0][c0]	0	0	0	0	1000
rxn29769_c0	>	Cytosol	((Hot5F3Rast.CDS.2052 or Hot5F3Rast.CDS.2052_mRNA) and (Hot5F3Rast.CDS.2053 or Hot5F3Rast.CDS.2053_mRNA) and (Hot5F3Rast.CDS.2051 or Hot5F3Rast.CDS.2051_mRNA) and (Hot5F3Rast.CDS.2055_mRNA or Hot5F3Rast.CDS.2055) and (Hot5F3Rast.CDS.2058_mRNA or Hot5F3Rast.CDS.2058))	TRANS-RXNAVI-26732.ce.brachyexp.GLYCEROL_GLYCEROL [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00100[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00100[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Glycerol [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Glycerol [c0][c0]	0	0	0	0	1000
rxn08070_c0	>	Cytosol	(Hot5F3Rast.CDS.3432 and Hot5F3Rast.CDS.3433 and Hot5F3Rast.CDS.3434)	Adenosylcobalamin transport via ABC system (periplasm) [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00166[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00166[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Calomide [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Calomide [c0][c0]	0	0	0	0	1000
rxn08098_c0	>	Cytosol	((Hot5F3Rast.CDS.156 or Hot5F3Rast.CDS.156_mRNA) and (Hot5F3Rast.CDS.5680 or Hot5F3Rast.CDS.835))	D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm) [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00731[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00731[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Ala-Ala [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Ala-Ala [c0][c0]	0	0	0	0	1000
rxn08213_c0	=	Cytosol	(Hot5F3Rast.CDS.340_mRNA or Hot5F3Rast.CDS.340)	TRANS-RXN-99.cp [c0]		(1) cpd00067[e0] + (1) cpd00098[e0] <=> (1) cpd00067[c0] + (1) cpd00098[c0]	(1) H+ [e0][e0] + (1) Choline [e0][e0] <=> (1) H+ [c0][c0] + (1) Choline [c0][c0]	0	0	-1000	0	1000
rxn09295_c0	>	Cytosol	(Hot5F3Rast.CDS.4746 and Hot5F3Rast.CDS.4746 and (Hot5F3Rast.CDS.4745_mRNA or Hot5F3Rast.CDS.4745))	NAD(P) transhydrogenase (periplasm) [c0]		(1) cpd00004[c0] + (1) cpd00006[c0] + (2) cpd00067[e0] => (1) cpd00003[c0] + (1) cpd00005[c0] + (2) cpd00067[c0]	(1) NADH [c0][c0] + (1) NADP [c0][c0] + (2) H+ [e0][e0] => (1) NAD [c0][c0] + (1) NADPH [c0][c0] + (2) H+ [c0][c0]	0	0	0	98.4493	1000
rxn08192_c0	>	Cytosol	(Hot5F3Rast.CDS.3432 and Hot5F3Rast.CDS.3433 and Hot5F3Rast.CDS.3434)	ABC-5-RXN.cp [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00635[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00635[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Cbl [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Cbl [c0][c0]	0	0	0	0	1000
rxn08173_c0	=	Cytosol	((Hot5F3Rast.CDS.548_mRNA or Hot5F3Rast.CDS.548) and (Hot5F3Rast.CDS.352_mRNA or Hot5F3Rast.CDS.352) and (Hot5F3Rast.CDS.549 or Hot5F3Rast.CDS.549_mRNA) and (Hot5F3Rast.CDS.353 or Hot5F3Rast.CDS.353_mRNA) and (Hot5F3Rast.CDS.354 or Hot5F3Rast.CDS.354_mRNA) and (Hot5F3Rast.CDS.355 or Hot5F3Rast.CDS.355_mRNA) and Hot5F3Rast.CDS.547 and (Hot5F3Rast.CDS.356_mRNA or Hot5F3Rast.CDS.356) and (Hot5F3Rast.CDS.550_mRNA or Hot5F3Rast.CDS.551_mRNA or Hot5F3Rast.CDS.551 or Hot5F3Rast.CDS.550))	F(1)-ATPase [c0]		(1) cpd00008[c0] + (1) cpd00009[c0] + (4) cpd00067[e0] <=> (1) cpd00001[c0] + (1) cpd00002[c0] + (3) cpd00067[c0]	(1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (4) H+ [e0][e0] <=> (1) H2O [c0][c0] + (1) ATP [c0][c0] + (3) H+ [c0][c0]	23.778	-6.626	-1000	61.2811	1000
rxn08869_c0	>	Cytosol	((Hot5F3Rast.CDS.2652 or Hot5F3Rast.CDS.2652_mRNA) and (Hot5F3Rast.CDS.4979_mRNA or Hot5F3Rast.CDS.4979) and (Hot5F3Rast.CDS.5260_mRNA or Hot5F3Rast.CDS.5260))	maltohexaose transport via ABC system (periplasm) [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd01329[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd01329[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Maltohexaose [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Maltohexaose [c0][c0]	0	0	0	0	1000
rxn08734_c0	>	Cytosol	(Hot5F3Rast.CDS.731 or Hot5F3Rast.CDS.731_mRNA)	hydrogenase (ubiquinone-8: 2 protons) (periplasm) [c0]		(2) cpd00067[c0] + (1) cpd11640[c0] + (1) cpd15560[c0] => (2) cpd00067[e0] + (1) cpd15561[c0]	(2) H+ [c0][c0] + (1) H2 [c0][c0] + (1) Ubiquinone-8 [c0][c0] => (2) H+ [e0][e0] + (1) Ubiquinol-8 [c0][c0]	0	0	0	0	1000
rxn09003_c0	>	Cytosol	(Hot5F3Rast.CDS.648 or Hot5F3Rast.CDS.648_mRNA)	Nitrate reductase (Menaquinol-8) (periplasm) [c0]		(1) cpd00067[e0] + (1) cpd00209[c0] + (1) cpd15499[c0] => (1) cpd00001[c0] + (1) cpd00075[c0] + (1) cpd15500[c0]	(1) H+ [e0][e0] + (1) Nitrate [c0][c0] + (1) Menaquinol 8 [c0][c0] => (1) H2O [c0][c0] + (1) Nitrite [c0][c0] + (1) Menaquinone 8 [c0][c0]	0	0	0	10	1000
rxn14412_c0	>	Cytosol	((Hot5F3Rast.CDS.2874 or Hot5F3Rast.CDS.2874_mRNA) and (Hot5F3Rast.CDS.2875 or Hot5F3Rast.CDS.2875_mRNA))	cytochrome-c reductase (ubiquinol: 2 protons) [c0]		(2) cpd00109[c0] + (1) cpd15561[c0] => (2) cpd00067[e0] + (2) cpd00110[c0] + (1) cpd15560[c0]	(2) Cytochrome c3+ [c0][c0] + (1) Ubiquinol-8 [c0][c0] => (2) H+ [e0][e0] + (2) Cytochrome c2+ [c0][c0] + (1) Ubiquinone-8 [c0][c0]	0	0	0	28.5521	1000
rxn14418_c0	>	Cytosol	((Hot5F3Rast.CDS.731 or Hot5F3Rast.CDS.731_mRNA) and (Hot5F3Rast.CDS.730 or Hot5F3Rast.CDS.730_mRNA))	cytochrome-bd reductase (ubiquinol: 2 protons) [c0]		(1) cpd15561[c0] + (1) cpd18075[c0] => (2) cpd00067[e0] + (1) cpd15560[c0] + (1) cpd18076[c0]	(1) Ubiquinol-8 [c0][c0] + (1) Cytochrome-bd-ox [c0][c0] => (2) H+ [e0][e0] + (1) Ubiquinone-8 [c0][c0] + (1) Cytochrome-bd-red [c0][c0]	0	0	0	20.1544	1000
rxn14425_c0	>	Cytosol	(Hot5F3Rast.CDS.444 and (Hot5F3Rast.CDS.451 or Hot5F3Rast.CDS.451_mRNA) and (Hot5F3Rast.CDS.443_mRNA or Hot5F3Rast.CDS.443) and (Hot5F3Rast.CDS.445_mRNA or Hot5F3Rast.CDS.445) and (Hot5F3Rast.CDS.452_mRNA or Hot5F3Rast.CDS.452) and (Hot5F3Rast.CDS.446_mRNA or Hot5F3Rast.CDS.446) and (Hot5F3Rast.CDS.449 or Hot5F3Rast.CDS.449_mRNA))	cytochrome oxidase cbb3 (Ubiquinol-8: 2 protons) [c0]		(1) cpd15561[c0] + (1) cpd18081[c0] => (2) cpd00067[e0] + (1) cpd15560[c0] + (1) cpd18082[c0]	(1) Ubiquinol-8 [c0][c0] + (1) Cytochrome-cbb-ox [c0][c0] => (2) H+ [e0][e0] + (1) Ubiquinone-8 [c0][c0] + (1) Cytochrome-cbb-red [c0][c0]	12.4341	0	0	20.1544	1000
rxn14420_c0	>	Cytosol	((Hot5F3Rast.CDS.731 or Hot5F3Rast.CDS.731_mRNA) and (Hot5F3Rast.CDS.730 or Hot5F3Rast.CDS.730_mRNA))	cytochrome-bd reductase (menaquinol: 2 protons) [c0]		(1) cpd15499[c0] + (1) cpd18075[c0] => (2) cpd00067[e0] + (1) cpd15500[c0] + (1) cpd18076[c0]	(1) Menaquinol 8 [c0][c0] + (1) Cytochrome-bd-ox [c0][c0] => (2) H+ [e0][e0] + (1) Menaquinone 8 [c0][c0] + (1) Cytochrome-bd-red [c0][c0]	0	0	0	20.1544	1000
rxn09001_c0	>	Cytosol	(Hot5F3Rast.CDS.648 or Hot5F3Rast.CDS.648_mRNA)	Nitrate reductase (Ubiquinol-8) (periplasm) [c0]		(1) cpd00067[e0] + (1) cpd00209[c0] + (1) cpd15561[c0] => (1) cpd00001[c0] + (1) cpd00075[c0] + (1) cpd15560[c0]	(1) H+ [e0][e0] + (1) Nitrate [c0][c0] + (1) Ubiquinol-8 [c0][c0] => (1) H2O [c0][c0] + (1) Nitrite [c0][c0] + (1) Ubiquinone-8 [c0][c0]	0	0	0	10	1000
rxn14415_c0	=	Cytosol	((Hot5F3Rast.CDS.3980 or Hot5F3Rast.CDS.3980_mRNA or Hot5F3Rast.CDS.1645_mRNA or Hot5F3Rast.CDS.1645) and (Hot5F3Rast.CDS.3981 or Hot5F3Rast.CDS.4509_mRNA or Hot5F3Rast.CDS.4509) and (Hot5F3Rast.CDS.3981 or Hot5F3Rast.CDS.1641_mRNA or Hot5F3Rast.CDS.1641))	cytochrome-c oxidase (2 protons translocated) [c0]		(0.5) cpd00007[c0] + (4) cpd00067[c0] + (3) cpd00110[c0] <=> (1) cpd00001[c0] + (2) cpd00067[e0] + (3) cpd00109[c0]	(0.5) O2 [c0][c0] + (4) H+ [c0][c0] + (3) Cytochrome c2+ [c0][c0] <=> (1) H2O [c0][c0] + (2) H+ [e0][e0] + (3) Cytochrome c3+ [c0][c0]	5.57674	-2.47225	-1000	19.9992	1000
rxn23043_c0	>	Cytosol	(Hot5F3Rast.CDS.1553_mRNA or Hot5F3Rast.CDS.1553)	thiamin phosphate synthase [c0]		(2) cpd00067[c0] + (1) cpd02894[c0] + (1) cpd21479[c0] => (1) cpd00011[c0] + (1) cpd00012[c0] + (1) cpd00793[c0]	(2) H+ [c0][c0] + (1) 4-Amino-2-methyl-5-diphosphomethylpyrimidine [c0][c0] + (1) 2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate [c0][c0] => (1) CO2 [c0][c0] + (1) PPi [c0][c0] + (1) Thiamine phosphate [c0][c0]	0	0	0	0	1000
rxn41896_c0	=	Cytosol	(Hot5F3Rast.CDS.2725 or Hot5F3Rast.CDS.2725_mRNA)	 [c0]		(1) cpd00001[c0] + (1) cpd19505[c0] + (2) cpd28260[c0] <=> (4) cpd00067[c0] + (1) cpd03520[c0] + (2) cpd28253[c0]	(1) H2O [c0][c0] + (1) Precursor Z [c0][c0] + (2) Thiocarboxylated-MPT-synthases [c0][c0] <=> (4) H+ [c0][c0] + (1) Molybdopterin [c0][c0] + (2) Thi-S [c0][c0]	0	0	-1000	0	1000
rxn21729_c0	<	Cytosol	(Hot5F3Rast.CDS.2893 or Hot5F3Rast.CDS.2893_mRNA)	adenylyltransferase and sulfurtransferase MOCS3 [c0]		(1) cpd00002[c0] + (1) cpd27484[c0] <= (1) cpd00012[c0] + (1) cpd26672[c0]	(1) ATP [c0][c0] + (1) MPT-Synthases [c0][c0] <= (1) PPi [c0][c0] + (1) Carboxyadenylated-MPT-synthases [c0][c0]	0	0	-1000	0	0
rxn23045_c0	>	Cytosol	(Hot5F3Rast.CDS.1550 or Hot5F3Rast.CDS.1550_mRNA)	glycine oxidase [c0]		(1) cpd00007[c0] + (1) cpd00033[c0] => (1) cpd00025[c0] + (1) cpd14545[c0]	(1) O2 [c0][c0] + (1) Glycine [c0][c0] => (1) H2O2 [c0][c0] + (1) Iminoglycine [c0][c0]	0	0	0	0	1000
rxn21862_c0	>	Cytosol	(Hot5F3Rast.CDS.4127 or Hot5F3Rast.CDS.4127_mRNA)	RXN-11481.c [c0]		(1) cpd22065[c0] => (1) cpd00001[c0] + (1) cpd27021[c0]	(1) 3-hydroxypimeloyl-ACP-methyl-esters [c0][c0] => (1) H2O [c0][c0] + (1) Enoylpimeloyl-ACP-methyl-esters [c0][c0]	0	0	0	0	1000
rxn39452_c0	=	Cytosol	(Hot5F3Rast.CDS.2479 or Hot5F3Rast.CDS.2479_mRNA)	2,3,4,5-tetrahydrodipicolinate:NADP+ 4-oxidoreductase [c0]		(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd02465[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd21488[c0]	(1) H2O [c0][c0] + (1) NADP [c0][c0] + (1) tetrahydrodipicolinate [c0][c0] <=> (1) NADPH [c0][c0] + (1) H+ [c0][c0] + (1) (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate [c0][c0]	-0.114127	-1000	-1000	1000	1000
rxn16583_c0	>	Cytosol	(Hot5F3Rast.CDS.4394 or Hot5F3Rast.CDS.4636 or Hot5F3Rast.CDS.4394_mRNA or Hot5F3Rast.CDS.4636_mRNA)	adenylyl-molybdopterin:molybdate molybdate transferase (AMP-forming) [c0]		(1) cpd00067[c0] + (1) cpd11574[c0] + (1) cpd21090[c0] => (1) cpd00001[c0] + (1) cpd00018[c0] + (1) cpd19503[c0]	(1) H+ [c0][c0] + (1) Molybdate [c0][c0] + (1) Adenylated molybdopterin [c0][c0] => (1) H2O [c0][c0] + (1) AMP [c0][c0] + (1) Molybdoenzyme molybdenum cofactor [c0][c0]	0	0	0	0	1000
rxn44539_c0	=	Cytosol	(Hot5F3Rast.CDS.3117_mRNA or Hot5F3Rast.CDS.3117)	 [c0]		(2) cpd00038[c0] + (1) cpd33647[c0] <=> (2) cpd00012[c0] + (1) cpd35194[c0]	(2) GTP [c0][c0] + (1) bis(molybdenum cofactor) [c0][c0] <=> (2) PPi [c0][c0] + (1) Mo(Dtpp-mGDP)2 [c0][c0]	0	0	-1000	0	1000
rxn15949_c0	>	Cytosol	(Hot5F3Rast.CDS.3671 or Hot5F3Rast.CDS.3671_mRNA)	carboxyspermidine carboxy-lyase (spermidine-forming) [c0]		(1) cpd00067[c0] + (1) cpd19442[c0] => (1) cpd00011[c0] + (1) cpd00264[c0]	(1) H+ [c0][c0] + (1) Carboxyspermidine [c0][c0] => (1) CO2 [c0][c0] + (1) Spermidine [c0][c0]	0.000593704	5.93704e-05	0	0.000593704	1000
rxn10506_c0	>	Cytosol	Hot5F3Rast.CDS.4783	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase [c0]		(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd15807[c0] => (1) cpd00013[c0] + (1) cpd02720[c0]	(1) H2O [c0][c0] + (1) H+ [c0][c0] + (1) 2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate [c0][c0] => (1) NH3 [c0][c0] + (1) 5-Amino-6--5-phosphoribitylaminouracil [c0][c0]	0	0	0	0	1000
rxn39451_c0	=	Cytosol	(Hot5F3Rast.CDS.2479 or Hot5F3Rast.CDS.2479_mRNA)	2,3,4,5-tetrahydrodipicolinate:NAD+ 4-oxidoreductase [c0]		(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd02465[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd21488[c0]	(1) H2O [c0][c0] + (1) NAD [c0][c0] + (1) tetrahydrodipicolinate [c0][c0] <=> (1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate [c0][c0]	0	-1000	-1000	1000	1000
rxn21858_c0	>	Cytosol	(Hot5F3Rast.CDS.4127 or Hot5F3Rast.CDS.4127_mRNA)	RXN-11477.c [c0]		(1) cpd22022[c0] => (1) cpd00001[c0] + (1) cpd27020[c0]	(1) 3-Hydroxyglutaryl-ACP-methyl-ester [c0][c0] => (1) H2O [c0][c0] + (1) Enoylglutaryl-ACP-methyl-esters [c0][c0]	0	0	0	0	1000
rxn24830_c0	<	Cytosol	(Hot5F3Rast.CDS.2725 or Hot5F3Rast.CDS.2725_mRNA)	thiocarboxylated molybdopterin synthase:cyclic pyranopterin monophosphate sulfurtransferase [c0]		(1) cpd00001[c0] + (1) cpd19505[c0] + (2) cpd28260[c0] <= (1) cpd03520[c0] + (2) cpd27484[c0]	(1) H2O [c0][c0] + (1) Precursor Z [c0][c0] + (2) Thiocarboxylated-MPT-synthases [c0][c0] <= (1) Molybdopterin [c0][c0] + (2) MPT-Synthases [c0][c0]	0	0	-1000	0	0
rxn24134_c0	>	Cytosol	Hot5F3Rast.CDS.5016	RXN-6201.x [c0]		(1) cpd00067[c0] + (1) cpd09027[c0] => (1) cpd00011[c0] + (1) cpd19020[c0]	(1) H+ [c0][c0] + (1) 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate [c0][c0] => (1) CO2 [c0][c0] + (1) (S)(+)-Allantoin [c0][c0]	0	0	0	0	1000
rxn26021_c0	=	Cytosol	(Hot5F3Rast.CDS.3117_mRNA or Hot5F3Rast.CDS.3117)	MobA [c0]		(1) cpd00038[c0] + (1) cpd19503[c0] <=> (1) cpd00012[c0] + (1) cpd21167[c0]	(1) GTP [c0][c0] + (1) Molybdoenzyme molybdenum cofactor [c0][c0] <=> (1) PPi [c0][c0] + (1) MGD [c0][c0]	0	0	-1000	0	1000
rxn41683_c0	=	Cytosol	(Hot5F3Rast.CDS.3117_mRNA or Hot5F3Rast.CDS.3117)	 [c0]		(1) cpd00067[c0] + (1) cpd03520[c0] + (1) cpd19503[c0] <=> (1) cpd00001[c0] + (1) cpd33647[c0]	(1) H+ [c0][c0] + (1) Molybdopterin [c0][c0] + (1) Molybdoenzyme molybdenum cofactor [c0][c0] <=> (1) H2O [c0][c0] + (1) bis(molybdenum cofactor) [c0][c0]	0	0	-1000	0	1000
rxn07436_c0	=	Cytosol	(Hot5F3Rast.CDS.5520_mRNA or Hot5F3Rast.CDS.5520)	7-aminomethyl-7-carbaguanine:NADP+ oxidoreductase [c0]		(2) cpd00006[c0] + (1) cpd01029[c0] <=> (2) cpd00005[c0] + (3) cpd00067[c0] + (1) cpd14718[c0]	(2) NADP [c0][c0] + (1) Base Q [c0][c0] <=> (2) NADPH [c0][c0] + (3) H+ [c0][c0] + (1) 7-Cyano-7-deazaguanine [c0][c0]	0	0	-1000	0	1000
rxn15167_c0	=	Cytosol	(Hot5F3Rast.CDS.4187_mRNA or Hot5F3Rast.CDS.4187)	L-serine hydro-lyase (adding homocysteine; L-cystathionine-forming) [c0]		(1) cpd00054[c0] + (1) cpd00135[c0] <=> (1) cpd00001[c0] + (1) cpd19019[c0]	(1) L-Serine [c0][c0] + (1) Homocysteine [c0][c0] <=> (1) H2O [c0][c0] + (1) L-Cystathionine [c0][c0]	-0.0463634	-0.0463634	-1000	0	1000
rxn03396_c0	>	Cytosol	Hot5F3Rast.CDS.4518	R04989 [c0]		(1) cpd00005[c0] + (1) cpd00007[c0] + (1) cpd03446[c0] => (1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd00067[c0] + (1) cpd03447[c0]	(1) NADPH [c0][c0] + (1) O2 [c0][c0] + (1) 2-Octaprenyl-6-methoxyphenol [c0][c0] => (1) H2O [c0][c0] + (1) NADP [c0][c0] + (1) H+ [c0][c0] + (1) 2-Octaprenyl-6-methoxy-1,4-benzoquinone [c0][c0]	0.000593704	5.93704e-05	0	0.000593704	1000
rxn15296_c0	>	Cytosol	(Hot5F3Rast.CDS.4369 or Hot5F3Rast.CDS.4369_mRNA)	6-Phospho-D-gluconate hydro-lyase(2-dehydro-3-deoxy-6-phospho-D-gluconate-forming) [c0]		(1) cpd00284[c0] => (1) cpd00001[c0] + (1) cpd00945[c0]	(1) 6-Phospho-D-gluconate [c0][c0] => (1) H2O [c0][c0] + (1) 2-Dehydro-3-deoxy-D-galactonate 6-phosphate [c0][c0]	0	0	0	24.6123	1000
rxn15293_c0	=	Cytosol	(Hot5F3Rast.CDS.2171_mRNA or Hot5F3Rast.CDS.2171)	D-Galacturonate aldose-ketose-isomerase [c0]		(1) cpd05262[c0] <=> (1) cpd00437[c0]	(1) galacturonate [c0][c0] <=> (1) D-Tagaturonate [c0][c0]	0	0	-1000	0	1000
rxn13741_c0	>	Cytosol	Hot5F3Rast.CDS.3036	proline oxidase [c0]		(1) cpd00129[c0] + (1) cpd15560[c0] => (1) cpd00067[c0] + (1) cpd02431[c0] + (1) cpd15561[c0]	(1) L-Proline [c0][c0] + (1) Ubiquinone-8 [c0][c0] => (1) H+ [c0][c0] + (1) 1-Pyrroline-5-carboxylate [c0][c0] + (1) Ubiquinol-8 [c0][c0]	0	0	0	32.7188	1000
rxn08153_c0	=	Cytosol	(Hot5F3Rast.CDS.4241_mRNA or Hot5F3Rast.CDS.4241 or Hot5F3Rast.CDS.3709_mRNA or Hot5F3Rast.CDS.3709 or Hot5F3Rast.CDS.595_mRNA or Hot5F3Rast.CDS.595)	arginine/ornithine antiporter (periplasm) [c0]		(1) cpd00051[e0] + (1) cpd00064[c0] <=> (1) cpd00051[c0] + (1) cpd00064[e0]	(1) L-Arginine [e0][e0] + (1) Ornithine [c0][c0] <=> (1) L-Arginine [c0][c0] + (1) Ornithine [e0][e0]	0	0	-1000	0	1000
rxn25270_c0	=	Cytosol	(Hot5F3Rast.CDS.3189_mRNA or Hot5F3Rast.CDS.3189)	RXN-8960.c [c0]		(1) cpd00001[c0] + (1) cpd03589[c0] <=> (1) cpd25679[c0]	(1) H2O [c0][c0] + (1) Mesaconyl-CoA [c0][c0] <=> (1) (2R,3S)-beta-methylmalyl-CoA [c0][c0]	0	0	-1000	0	1000
rxn17275_c0	<	Cytosol	(Hot5F3Rast.CDS.4642 or Hot5F3Rast.CDS.4642_mRNA)	PAPS reductase, thioredoxin-dependent [c0]		(1) cpd00045[c0] + (1) cpd00067[c0] + (1) cpd00081[c0] + (1) cpd27735[c0] <= (1) cpd00044[c0] + (1) cpd28060[c0]	(1) Adenosine 3-5-bisphosphate [c0][c0] + (1) H+ [c0][c0] + (1) Sulfite [c0][c0] + (1) Ox-Thioredoxin [c0][c0] <= (1) 3-phosphoadenylylsulfate [c0][c0] + (1) Red-Thioredoxin [c0][c0]	0	-24.6123	-1000	0	0
rxn43581_c0	=	Cytosol	(Hot5F3Rast.CDS.3951_mRNA or Hot5F3Rast.CDS.3951)	 [c0]		(1) cpd00001[c0] + (1) cpd08615[c0] + (1) cpd27758[c0] <=> (2) cpd00067[c0] + (1) cpd08301[c0] + (1) cpd28083[c0]	(1) H2O [c0][c0] + (1) 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate [c0][c0] + (1) Oxidized-flavodoxins [c0][c0] <=> (2) H+ [c0][c0] + (1) 2-C-methyl-D-erythritol2-4-cyclodiphosphate [c0][c0] + (1) Reduced-flavodoxins [c0][c0]	-0.145184	-0.145184	-1000	-0.0145184	1000
rxn25971_c0	>	Cytosol	Hot5F3Rast.CDS.5328	RXN-9996.c [c0]		(1) cpd00054[c0] + (1) cpd18042[c0] => (1) cpd00046[c0] + (1) cpd00067[c0] + (1) cpd22795[c0]	(1) L-Serine [c0][c0] + (1) CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol [c0][c0] => (1) CMP [c0][c0] + (1) H+ [c0][c0] + (1) archaetidylserine [c0][c0]	0	0	0	0	1000
rxn08241_c0	=	Cytosol	(Hot5F3Rast.CDS.3746 or Hot5F3Rast.CDS.3746_mRNA)	cobalt (Co+2) transport via diffusion (extracellular to periplasm) [c0]		(1) cpd00149[c0] <=> (1) cpd00149[e0]	(1) Co2+ [c0][c0] <=> (1) Co2+ [e0][e0]	-0.000593704	-0.000593704	-1000	49.2246	1000
